id,claim,sentence,evidence,role
4149,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"DESIGN Cohort study of people aged 65 and over diagnosed as having depression.   
",False,METHODS
4150,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"SETTING 570 general practices in the United Kingdom supplying data to the QResearch primary care database.   
",False,METHODS
4151,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"PARTICIPANTS 60,746 patients diagnosed as having a new episode of depression between the ages of 65 and 100 years from 1 January 1996 to 31 December 2007 and followed up until 31 December 2008.   
",False,METHODS
4152,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"MAIN OUTCOME MEASURES Hazard ratios associated with antidepressant use for all cause mortality, attempted suicide/self harm, myocardial infarction, stroke/transient ischaemic attack, falls, fractures, upper gastrointestinal bleeding, epilepsy/seizures, road traffic accidents, adverse drug reactions, and hyponatraemia, adjusted for a range of potential confounding variables.",False,METHODS
4153,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Hazard ratios were calculated for antidepressant class (tricyclic and related antidepressants, selective serotonin reuptake inhibitors, other antidepressants), dose, and duration of use and for commonly prescribed individual drugs.   
",False,METHODS
4154,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"RESULTS 54,038 (89.0%) patients received at least one prescription for an antidepressant during follow-up.",False,RESULTS
4155,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"A total of 1,398,359 antidepressant prescriptions were issued: 764,659 (54.7%) for selective serotonin reuptake inhibitors, 442,192 (31.6%) for tricyclic antidepressants, 2203 (0.2%) for monoamine oxidase inhibitors, and 189,305 (13.5%) for the group of other antidepressants.",False,RESULTS
4156,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,The associations with the adverse outcomes differed significantly between the antidepressant classes for seven outcomes.,False,RESULTS
4157,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Selective serotonin reuptake inhibitors were associated with the highest adjusted hazard ratios for falls (1.66, 95% confidence interval 1.58 to 1.73) and hyponatraemia (1.52, 1.33 to 1.75) compared with when antidepressants were not being used.",False,RESULTS
4158,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used.",True,RESULTS
4159,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,Tricyclic antidepressants did not have the highest hazard ratio for any of the outcomes.,False,RESULTS
4160,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Significantly different associations also existed between the individual drugs for the same seven outcomes; trazodone (tricyclic antidepressant), mirtazapine, and venlafaxine (both in the group of other antidepressants) were associated with the highest rates for some of these outcomes.",False,RESULTS
4161,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Absolute risks over 1 year for all cause mortality were 7.04% for patients while not taking antidepressants, 8.12% for those taking tricyclic antidepressants, 10.61% for selective serotonin reuptake inhibitors, and 11.43% for other antidepressants.   
",True,RESULTS
4162,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,CONCLUSIONS Selective serotonin reuptake inhibitors and drugs in the group of other antidepressants were associated with an increased risk of several adverse outcomes compared with tricyclic antidepressants.,False,CONCLUSIONS
4163,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Among individual drugs, trazodone, mirtazapine, and venlafaxine were associated with the highest risks for some outcomes.",False,CONCLUSIONS
4164,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"As this is an observational study, it is susceptible to confounding by indication, channelling bias, and residual confounding, so differences in characteristics between patients prescribed different antidepressant drugs that could account for some of the associations between the drugs and the adverse outcomes may remain.",False,CONCLUSIONS
4165,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,"Further research is needed to confirm these findings, but the risks and benefits of different antidepressants should be carefully evaluated when these drugs are prescribed to older people.",False,CONCLUSIONS
4166,Side effects associated with antidepressants increases risk of stroke.,"OBJECTIVES To investigate the association between antidepressant treatment and risk of several potential adverse outcomes in older people with depression and to examine risks by class of antidepressant, duration of use, and dose.   
",False,OBJECTIVE
4167,Side effects associated with antidepressants increases risk of stroke.,"DESIGN Cohort study of people aged 65 and over diagnosed as having depression.   
",False,METHODS
4168,Side effects associated with antidepressants increases risk of stroke.,"SETTING 570 general practices in the United Kingdom supplying data to the QResearch primary care database.   
",False,METHODS
4169,Side effects associated with antidepressants increases risk of stroke.,"PARTICIPANTS 60,746 patients diagnosed as having a new episode of depression between the ages of 65 and 100 years from 1 January 1996 to 31 December 2007 and followed up until 31 December 2008.   
",False,METHODS
4170,Side effects associated with antidepressants increases risk of stroke.,"MAIN OUTCOME MEASURES Hazard ratios associated with antidepressant use for all cause mortality, attempted suicide/self harm, myocardial infarction, stroke/transient ischaemic attack, falls, fractures, upper gastrointestinal bleeding, epilepsy/seizures, road traffic accidents, adverse drug reactions, and hyponatraemia, adjusted for a range of potential confounding variables.",False,METHODS
4171,Side effects associated with antidepressants increases risk of stroke.,"Hazard ratios were calculated for antidepressant class (tricyclic and related antidepressants, selective serotonin reuptake inhibitors, other antidepressants), dose, and duration of use and for commonly prescribed individual drugs.   
",False,METHODS
4172,Side effects associated with antidepressants increases risk of stroke.,"RESULTS 54,038 (89.0%) patients received at least one prescription for an antidepressant during follow-up.",False,RESULTS
4173,Side effects associated with antidepressants increases risk of stroke.,"A total of 1,398,359 antidepressant prescriptions were issued: 764,659 (54.7%) for selective serotonin reuptake inhibitors, 442,192 (31.6%) for tricyclic antidepressants, 2203 (0.2%) for monoamine oxidase inhibitors, and 189,305 (13.5%) for the group of other antidepressants.",False,RESULTS
4174,Side effects associated with antidepressants increases risk of stroke.,The associations with the adverse outcomes differed significantly between the antidepressant classes for seven outcomes.,False,RESULTS
4175,Side effects associated with antidepressants increases risk of stroke.,"Selective serotonin reuptake inhibitors were associated with the highest adjusted hazard ratios for falls (1.66, 95% confidence interval 1.58 to 1.73) and hyponatraemia (1.52, 1.33 to 1.75) compared with when antidepressants were not being used.",False,RESULTS
4176,Side effects associated with antidepressants increases risk of stroke.,"The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used.",True,RESULTS
4177,Side effects associated with antidepressants increases risk of stroke.,Tricyclic antidepressants did not have the highest hazard ratio for any of the outcomes.,False,RESULTS
4178,Side effects associated with antidepressants increases risk of stroke.,"Significantly different associations also existed between the individual drugs for the same seven outcomes; trazodone (tricyclic antidepressant), mirtazapine, and venlafaxine (both in the group of other antidepressants) were associated with the highest rates for some of these outcomes.",False,RESULTS
4179,Side effects associated with antidepressants increases risk of stroke.,"Absolute risks over 1 year for all cause mortality were 7.04% for patients while not taking antidepressants, 8.12% for those taking tricyclic antidepressants, 10.61% for selective serotonin reuptake inhibitors, and 11.43% for other antidepressants.   
",False,RESULTS
4180,Side effects associated with antidepressants increases risk of stroke.,CONCLUSIONS Selective serotonin reuptake inhibitors and drugs in the group of other antidepressants were associated with an increased risk of several adverse outcomes compared with tricyclic antidepressants.,False,CONCLUSIONS
4181,Side effects associated with antidepressants increases risk of stroke.,"Among individual drugs, trazodone, mirtazapine, and venlafaxine were associated with the highest risks for some outcomes.",False,CONCLUSIONS
4182,Side effects associated with antidepressants increases risk of stroke.,"As this is an observational study, it is susceptible to confounding by indication, channelling bias, and residual confounding, so differences in characteristics between patients prescribed different antidepressant drugs that could account for some of the associations between the drugs and the adverse outcomes may remain.",False,CONCLUSIONS
4183,Side effects associated with antidepressants increases risk of stroke.,"Further research is needed to confirm these findings, but the risks and benefits of different antidepressants should be carefully evaluated when these drugs are prescribed to older people.",False,CONCLUSIONS
4184,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"CONTEXT Sexual dysfunction is a common adverse effect of antidepressants that frequently results in treatment noncompliance.   
",False,BACKGROUND
4185,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"OBJECTIVE To assess the efficacy of sildenafil citrate in men with sexual dysfunction associated with the use of selective and nonselective serotonin reuptake inhibitor (SRI) antidepressants.   
",False,OBJECTIVE
4186,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"DESIGN, SETTING, AND PATIENTS Prospective, parallel-group, randomized, double-blind, placebo-controlled trial conducted between November 1, 2000, and January 1, 2001, at 3 US university medical centers among 90 male outpatients (mean [SD] age, 45 [8] years) with major depression in remission and sexual dysfunction associated with SRI antidepressant treatment.   
",False,METHODS
4187,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"INTERVENTION Patients were randomly assigned to take sildenafil (n = 45) or placebo (n = 45) at a flexible dose starting at 50 mg and adjustable to 100 mg before sexual activity for 6 weeks.   
",False,METHODS
4188,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"MAIN OUTCOME MEASURES The primary outcome measure was score on the Clinical Global Impression-Sexual Function (CGI-SF); secondary measures were scores on the International Index of Erectile Function, Arizona Sexual Experience Scale, Massachusetts General Hospital-Sexual Functioning Questionnaire, and Hamilton Rating Scale for Depression (HAM-D).   
",False,METHODS
4189,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"RESULTS Among the 90 randomized patients, 93% (83/89) of patients treated per protocol took at least 1 dose of study drug and 85% (76/89) completed week 6 end-point assessments with last observation carried forward analyses.",False,RESULTS
4190,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"At a CGI-SF score of 2 or lower, 54.5% (24/44) of sildenafil compared with 4.4% (2/45) of placebo patients were much or very much improved (P<.001).",False,RESULTS
4191,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"Erectile function, arousal, ejaculation, orgasm, and overall satisfaction domain measures improved significantly in sildenafil compared with placebo patients.",True,RESULTS
4192,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"Mean depression scores remained consistent with remission (HAM-D score < or =10) in both groups for the study duration.   
",False,RESULTS
4193,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,"CONCLUSION In our study, sildenafil effectively improved erectile function and other aspects of sexual function in men with sexual dysfunction associated with the use of SRI antidepressants.",True,CONCLUSIONS
4194,Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,These improvements may allow patients to maintain adherence with effective antidepressant treatment.,False,CONCLUSIONS
4195,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,Modification of proteins by SUMO is essential for the maintenance of genome integrity.,False,BACKGROUND
4196,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"During DNA replication, the Mms21-branch of the SUMO pathway counteracts recombination intermediates at damaged replication forks, thus facilitating sister chromatid disjunction.",False,BACKGROUND
4197,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"The Mms21 SUMO ligase docks to the arm region of the Smc5 protein in the Smc5/6 complex; together, they cooperate during recombinational DNA repair.",False,BACKGROUND
4198,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,Yet how the activity of the SUMO ligase is controlled remains unknown.,False,BACKGROUND
4199,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"Here we show that the SUMO ligase and the chromosome disjunction functions of Mms21 depend on its docking to an intact and active Smc5/6 complex, indicating that the Smc5/6-Mms21 complex operates as a large SUMO ligase in vivo.",False,RESULTS
4200,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"In spite of the physical distance separating the E3 and the nucleotide-binding domains in Smc5/6, Mms21-dependent sumoylation requires binding of ATP to Smc5, a step that is part of the ligase mechanism that assists Ubc9 function.",False,RESULTS
4201,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"The communication is enabled by the presence of a conserved disruption in the coiled coil domain of Smc5, pointing to potential conformational changes for SUMO ligase activation.",False,RESULTS
4202,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"In accordance, scanning force microscopy of the Smc5-Mms21 heterodimer shows that the molecule is physically remodeled in an ATP-dependent manner.",True,RESULTS
4203,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,"Our results demonstrate that the ATP-binding activity of the Smc5/6 complex is coordinated with its SUMO ligase, through the coiled coil domain of Smc5 and the physical remodeling of the molecule, to promote sumoylation and chromosome disjunction during DNA repair.",False,CONCLUSIONS
4204,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"We generated a series of knockin mouse lines, in which the cytokine receptor gp130-dependent STAT3 and/or SHP2 signals were disrupted, by replacing the mouse gp130 gene with human gp130 mutant cDNAs.",False,BACKGROUND
4205,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,The SHP2 signal-deficient mice (gp130F759/F759 were born normal but displayed splenomegaly and lymphadenopathy and an enhanced acute phase reaction.,True,RESULTS
4206,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"In contrast, the STAT3 signal-deficient mice (gp130FXQ/FXXQ) died perinatally, like the gp130-deficient mice (gp130D/D).",False,RESULTS
4207,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"The gp130F759/F759 mice showed prolonged gp130-induced STAT3 activation, indicating a negative regulatory role for SHP2.",False,RESULTS
4208,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,"Th1-type cytokine production and IgG2a and IgG2b production were increased in the gp130F759/F759 mice, while they were decreased in the gp130FXXQ/FXXQ immune system.",False,RESULTS
4209,Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,These results indicate that the balance of positive and negative signals generated through gp130 regulates the immune responses.,False,CONCLUSIONS
4210,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,Regenerative medicine is predicated on understanding the mechanisms regulating development and applying these conditions to direct stem cell fate.,False,BACKGROUND
4211,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Embryogenesis is guided by cell-cell and cell-matrix interactions, but it is unclear how these physical cues influence stem cells in culture.",False,BACKGROUND
4212,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,We used human embryonic stem cells (hESCs) to examine whether mechanical features of the extracellular microenvironment could differentially modulate mesoderm specification.,False,BACKGROUND
4213,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"We found that, on a hydrogel-based compliant matrix, hESCs accumulate β-catenin at cell-cell adhesions and show enhanced Wnt-dependent mesoderm differentiation.",False,RESULTS
4214,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Mechanistically, Src-driven ubiquitination of E-cadherin by Cbl-like ubiquitin ligase releases P120-catenin to facilitate transcriptional activity of β-catenin, which initiates and reinforces mesoderm differentiation.",False,RESULTS
4215,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"By contrast, on a stiff hydrogel matrix, hESCs show elevated integrin-dependent GSK3 and Src activity that promotes β-catenin degradation and inhibits differentiation.",True,RESULTS
4216,Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Thus, we found that mechanical features of the microenvironmental matrix influence tissue-specific differentiation of hESCs by altering the cellular response to morphogens.",False,CONCLUSIONS
4217,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,Regenerative medicine is predicated on understanding the mechanisms regulating development and applying these conditions to direct stem cell fate.,False,BACKGROUND
4218,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Embryogenesis is guided by cell-cell and cell-matrix interactions, but it is unclear how these physical cues influence stem cells in culture.",False,BACKGROUND
4219,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,We used human embryonic stem cells (hESCs) to examine whether mechanical features of the extracellular microenvironment could differentially modulate mesoderm specification.,False,BACKGROUND
4220,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"We found that, on a hydrogel-based compliant matrix, hESCs accumulate β-catenin at cell-cell adhesions and show enhanced Wnt-dependent mesoderm differentiation.",False,RESULTS
4221,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Mechanistically, Src-driven ubiquitination of E-cadherin by Cbl-like ubiquitin ligase releases P120-catenin to facilitate transcriptional activity of β-catenin, which initiates and reinforces mesoderm differentiation.",False,RESULTS
4222,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"By contrast, on a stiff hydrogel matrix, hESCs show elevated integrin-dependent GSK3 and Src activity that promotes β-catenin degradation and inhibits differentiation.",True,RESULTS
4223,Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,"Thus, we found that mechanical features of the microenvironmental matrix influence tissue-specific differentiation of hESCs by altering the cellular response to morphogens.",False,CONCLUSIONS
4224,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Importance Although non–vitamin K antagonist oral anticoagulants (NOACs) are increasingly used to prevent thromboembolic disease, there are limited data on NOAC-related intracerebral hemorrhage (ICH).",False,OBJECTIVE
4225,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Objective To assess the association between preceding oral anticoagulant use (warfarin, NOACs, and no oral anticoagulants [OACs]) and in-hospital mortality among patients with ICH.",False,OBJECTIVE
4226,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Design, Setting, and Participants Retrospective cohort study of 141 311 patients with ICH admitted from October 2013 to December 2016 to 1662 Get With The Guidelines–Stroke hospitals.",False,METHODS
4227,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Exposures Anticoagulation therapy before ICH, defined as any use of OACs within 7 days prior to hospital arrival.",False,METHODS
4228,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,Main Outcomes and Measures In-hospital mortality.,False,METHODS
4229,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Results Among 141 311 patients with ICH (mean [SD] age, 68.3 [15.3] years; 48.1% women), 15 036 (10.6%) were taking warfarin and 4918 (3.5%) were taking NOACs preceding ICH, and 39 585 (28.0%) and 5783 (4.1%) were taking concomitant single and dual antiplatelet agents, respectively.",False,RESULTS
4230,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,Patients with prior use of warfarin or NOACs were older and had higher prevalence of atrial fibrillation and prior stroke.,False,RESULTS
4231,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Acute ICH stroke severity (measured by the National Institutes of Health Stroke Scale) was not significantly different across the 3 groups (median, 9 [interquartile range, 2-21] for warfarin, 8 [2-20] for NOACs, and 8 [2-19] for no OACs).",False,RESULTS
4232,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"The unadjusted in-hospital mortality rates were 32.6% for warfarin, 26.5% for NOACs, and 22.5% for no OACs.",True,RESULTS
4233,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Compared with patients without prior use of OACs, the risk of in-hospital mortality was higher among patients with prior use of warfarin (adjusted risk difference [ARD], 9.0% [97.5% CI, 7.9% to 10.1%]; adjusted odds ratio [AOR], 1.62 [97.5% CI, 1.53 to 1.71]) and higher among patients with prior use of NOACs (ARD, 3.3% [97.5% CI, 1.7% to 4.8%]; AOR, 1.21 [97.5% CI, 1.11-1.32]).",True,RESULTS
4234,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Compared with patients with prior use of warfarin, patients with prior use of NOACs had a lower risk of in-hospital mortality (ARD, −5.7% [97.5% CI, −7.3% to −4.2%]; AOR, 0.75 [97.5% CI, 0.69 to 0.81]).",True,RESULTS
4235,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"The difference in mortality between NOAC-treated patients and warfarin-treated patients was numerically greater among patients with prior use of dual antiplatelet agents (32.7% vs 47.1%; ARD, −15.0% [95.5% CI, −26.3% to −3.8%]; AOR, 0.50 [97.5% CI, 0.29 to 0.86]) than among those taking these agents without prior antiplatelet therapy (26.4% vs 31.7%; ARD, −5.0% [97.5% CI, −6.8% to −3.2%]; AOR, 0.77 [97.5% CI, 0.70 to 0.85]), although the interaction P value (.07) was not statistically significant.",False,RESULTS
4236,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Conclusions and Relevance Among patients with ICH, prior use of NOACs or warfarin was associated with higher in-hospital mortality compared with no OACs.",False,CONCLUSIONS
4237,Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,"Prior use of NOACs, compared with prior use of warfarin, was associated with lower risk of in-hospital mortality.",True,CONCLUSIONS
4238,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"OBJECTIVE To determine whether there are risk factors in a doctor's time at medical school that are associated with subsequent professional misconduct.   
",False,OBJECTIVE
4239,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,DESIGN Matched case-control study.,False,METHODS
4240,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"Setting Records from medical schools and the General Medical Council (GMC).   
",False,METHODS
4241,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,PARTICIPANTS 59 doctors who had graduated from any one of eight medical schools in the United Kingdom in 1958-97 and had a proved finding of serious professional misconduct in GMC proceedings in 1999-2004 (cases); 236 controls (four for each case) were selected by systematic sampling from matching graduation cohorts.,False,METHODS
4242,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"Case-control status was revealed by the GMC after completion of data entry.   
",False,METHODS
4243,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"MAIN OUTCOME MEASURE Odds ratios for being a ""case,"" with multivariable conditional logistic regression of potential risk factors including pre-admission characteristics and progress during the course.",False,METHODS
4244,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"These data were obtained from anonymised copies of the students' progress files held by their original medical schools.   
",False,METHODS
4245,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"RESULTS Univariate conditional logistic regression analysis found that cases were more likely to be men, to be of lower estimated social class, and to have had academic difficulties during their medical course, especially in the early years.",True,RESULTS
4246,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"Multivariable analysis showed that male sex (odds ratio 9.80, 95% confidence interval 2.43 to 39.44, P=0.001), lower social class (4.28, 1.52 to 12.09, P=0.006), and failure of early or preclinical examinations (5.47, 2.17 to 13.79, P<0.001) were independently associated with being a case.   
",True,RESULTS
4247,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,"CONCLUSIONS This small study suggests that male sex, a lower socioeconomic background, and early academic difficulties at medical school could be risk factors for subsequent professional misconduct.",True,CONCLUSIONS
4248,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,The findings are preliminary and should be interpreted with caution.,False,CONCLUSIONS
4249,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,Most doctors with risk factors will not come before the GMC's disciplinary panels.,False,CONCLUSIONS
4250,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"OBJECTIVE To determine whether there are risk factors in a doctor's time at medical school that are associated with subsequent professional misconduct.   
",False,OBJECTIVE
4251,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,DESIGN Matched case-control study.,False,METHODS
4252,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"Setting Records from medical schools and the General Medical Council (GMC).   
",False,METHODS
4253,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,PARTICIPANTS 59 doctors who had graduated from any one of eight medical schools in the United Kingdom in 1958-97 and had a proved finding of serious professional misconduct in GMC proceedings in 1999-2004 (cases); 236 controls (four for each case) were selected by systematic sampling from matching graduation cohorts.,False,METHODS
4254,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"Case-control status was revealed by the GMC after completion of data entry.   
",False,METHODS
4255,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"MAIN OUTCOME MEASURE Odds ratios for being a ""case,"" with multivariable conditional logistic regression of potential risk factors including pre-admission characteristics and progress during the course.",False,METHODS
4256,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"These data were obtained from anonymised copies of the students' progress files held by their original medical schools.   
",False,METHODS
4257,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"RESULTS Univariate conditional logistic regression analysis found that cases were more likely to be men, to be of lower estimated social class, and to have had academic difficulties during their medical course, especially in the early years.",True,RESULTS
4258,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"Multivariable analysis showed that male sex (odds ratio 9.80, 95% confidence interval 2.43 to 39.44, P=0.001), lower social class (4.28, 1.52 to 12.09, P=0.006), and failure of early or preclinical examinations (5.47, 2.17 to 13.79, P<0.001) were independently associated with being a case.   
",True,RESULTS
4259,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,"CONCLUSIONS This small study suggests that male sex, a lower socioeconomic background, and early academic difficulties at medical school could be risk factors for subsequent professional misconduct.",True,CONCLUSIONS
4260,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,The findings are preliminary and should be interpreted with caution.,False,CONCLUSIONS
4261,Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,Most doctors with risk factors will not come before the GMC's disciplinary panels.,False,CONCLUSIONS
4262,Suboptimal nutrition is a leading cause of premature death,"BACKGROUND The Global Burden of Diseases, Injuries, and Risk Factors Study 2015 provides an up-to-date synthesis of the evidence for risk factor exposure and the attributable burden of disease.",False,BACKGROUND
4263,Suboptimal nutrition is a leading cause of premature death,"By providing national and subnational assessments spanning the past 25 years, this study can inform debates on the importance of addressing risks in context.   
",False,BACKGROUND
4264,Suboptimal nutrition is a leading cause of premature death,"METHODS We used the comparative risk assessment framework developed for previous iterations of the Global Burden of Disease Study to estimate attributable deaths, disability-adjusted life-years (DALYs), and trends in exposure by age group, sex, year, and geography for 79 behavioural, environmental and occupational, and metabolic risks or clusters of risks from 1990 to 2015.",False,METHODS
4265,Suboptimal nutrition is a leading cause of premature death,This study included 388 risk-outcome pairs that met World Cancer Research Fund-defined criteria for convincing or probable evidence.,False,METHODS
4266,Suboptimal nutrition is a leading cause of premature death,"We extracted relative risk and exposure estimates from randomised controlled trials, cohorts, pooled cohorts, household surveys, census data, satellite data, and other sources.",False,METHODS
